star index,lambda,beta,mu lambda,mu beta,pi,Hwmag
476,4.651976689684234,-0.10120740979337443,8.86344860971987e-06,8.7552371347015e-06,3.0065578745640717e-05,12.0
477,4.653557503763273,-0.087349266262983,6.8267641324570695e-06,4.869203948771138e-05,4.124626634806147e-05,12.0
478,4.648795665016735,-0.09890203399880051,3.343771218429058e-05,2.1191683634336367e-05,2.1689859108973372e-05,12.0
479,4.655159886213915,-0.09924626995393006,3.0113796410209693e-05,3.3600828844917135e-05,4.6837566845320884e-05,12.0
480,4.647933700724869,-0.10313102415082778,1.0512098046114444e-05,3.3798065330443465e-05,3.3906871416931266e-05,12.0
481,4.655358593855255,-0.08744365928760817,1.5124998316925798e-05,4.277493862149869e-05,2.6540129003749415e-05,12.0
482,4.657498342405965,-0.09675392405237007,4.103237401005776e-05,1.3877958258988616e-05,4.858357926777968e-05,12.0
483,4.652985019734599,-0.10340582552251518,4.019391347790228e-05,8.76498158140468e-06,2.294295987619256e-05,12.0
484,4.643245979813188,-0.08868898389405896,2.1933477291298042e-05,1.8372747036567113e-05,3.915593368021749e-05,12.0
485,4.646402938731451,-0.08883928239246147,1.0217548682628602e-05,8.374794839450429e-06,3.163538003796362e-05,12.0
486,4.656702507129691,-0.09457556377386916,1.58876173685281e-05,4.444148423008351e-05,7.366375017037952e-06,12.0
487,4.647674897569301,-0.09618361583994117,1.3627399047414612e-05,7.99312240396512e-06,2.0965050994720226e-05,12.0
488,4.648333665789002,-0.10427906512140345,3.280125448685621e-05,1.3260596374829182e-06,8.65325347340752e-06,12.0
489,4.647309330201168,-0.09478042289056035,1.9718596792816086e-05,3.1766172281048586e-05,1.7214773561747344e-05,12.0
490,4.647215689939426,-0.09967998802342215,1.9085199812989218e-05,1.2989394444809044e-05,7.037038867863211e-06,12.0
491,4.645976912798734,-0.0954522164300276,1.936755297092852e-05,3.949749633099058e-05,2.391495689926604e-05,12.0
492,4.6577482328307385,-0.10022178091137794,4.045204944750953e-05,1.2337841801306483e-05,4.942706309163911e-05,12.0
493,4.659609665619536,-0.10425172913127247,1.5258971407182522e-05,1.7629555451059264e-06,2.7113002988683468e-05,12.0
494,4.649310829931336,-0.09132425070532356,5.796683504735367e-06,4.933698777151335e-05,2.6244709490775143e-05,12.0
495,4.655786617607495,-0.09244422256530607,2.4791544526023424e-05,9.435862253659234e-06,3.714629806997161e-06,12.0
496,4.65635482690707,-0.09451815682191063,3.2636233730218215e-05,3.395511359336623e-06,3.818677489524038e-05,12.0
497,4.648673782026296,-0.09228426739970541,1.3764805686099941e-05,3.275940274228222e-05,4.538378982557948e-05,12.0
498,4.657491474927683,-0.09430080302000671,1.1572505603960799e-05,4.674150656892496e-05,2.5190863250703367e-05,12.0
499,4.650356259039014,-0.09409504476746229,3.188133606550889e-05,9.719072614483238e-06,9.123719163918904e-06,12.0
500,4.654550782576866,-0.09730788032998859,1.7279335711790856e-06,9.912596826616332e-06,3.131583233913718e-05,12.0
501,4.654558729996111,-0.09843118298557112,4.053635866234122e-05,4.869577553831483e-06,2.5156709601522715e-05,12.0
502,4.654688490564768,-0.0951802667120218,4.959423703797608e-05,2.2221577688589906e-05,1.9188826549691134e-05,12.0
503,4.657791310368021,-0.097325660019056,1.9242427735943486e-05,3.168218411025664e-05,3.6127852000910796e-05,12.0
504,4.647869348303978,-0.09792833485550623,1.8804284810765953e-05,2.8581427429914782e-05,3.281151024135872e-05,12.0
505,4.6592741980924,-0.10278375878073603,3.094315412677245e-05,4.057919193061292e-05,4.961593914633739e-06,12.0
506,4.644644652069712,-0.10168991398279692,2.4153063348751176e-05,1.2224464958015214e-06,1.7861210428845827e-05,12.0
507,4.645592525673105,-0.09891324770281068,4.713855867698097e-05,1.8433039354626723e-05,2.10015524222123e-05,12.0
508,4.646799165215314,-0.10366738977876928,1.1534252870041174e-05,1.3218212125915802e-05,1.383213740654279e-05,12.0
509,4.650988707561166,-0.09757568433857722,3.013772270347794e-05,3.0435313691016226e-05,2.652979610870351e-05,12.0
510,4.649395215042173,-0.09966657316380924,3.477210472098642e-05,4.689383535317843e-05,3.46613051091618e-05,12.0
511,4.652720147887785,-0.10045129783580355,4.3891732851067785e-05,6.431347294359452e-06,2.3682834377566372e-05,12.0
512,4.657499601868826,-0.0887522669557971,4.460360676267849e-06,3.3856133077445794e-05,4.5832336077721314e-05,12.0
513,4.653306117696054,-0.0878133233530888,4.7369974654286485e-05,6.068829568280276e-06,3.707250331577008e-05,12.0
514,4.645677396225477,-0.10138565435051329,4.2011953473131274e-05,1.4235130714261635e-05,1.55114907304949e-05,12.0
515,4.6547281934171485,-0.09333625411701019,4.339592559005227e-05,3.096845358398981e-05,2.442710200906643e-05,12.0
516,4.646916564988107,-0.09389729615366797,6.877489355711581e-06,4.403851290524352e-05,3.127412347689438e-05,12.0
517,4.6506229507176045,-0.10400695763465358,1.0025175957470546e-06,1.6992884358973916e-05,2.3405704640851673e-05,12.0
518,4.657624324030864,-0.09269214299290947,3.648414230057913e-05,3.5639877229657135e-05,9.063370948327088e-06,12.0
519,4.659126723355052,-0.10158252562591485,4.7759247202051114e-05,3.2686653967718864e-05,4.109462762993543e-06,12.0
520,4.656170247414699,-0.10090504593029193,2.5695382949611892e-05,3.8103843571695743e-05,3.859869996723126e-06,12.0
521,4.652575521308651,-0.09419090893236963,3.253194360374146e-05,3.0415135067720723e-05,7.154810150341834e-06,12.0
522,4.659823017435139,-0.0883759894493445,4.9493972350780204e-05,2.8477966513036768e-05,2.0010977813266595e-05,12.0
523,4.647555530199504,-0.09604060153052246,8.075120849261314e-06,1.3899498351413049e-05,2.9880764597991114e-05,12.0
524,4.645285295326429,-0.09060802356287026,2.6670038404598614e-05,4.937127586414369e-05,6.729162916021764e-06,12.0
525,4.647121966755034,-0.08768213871383043,1.8825334340799705e-05,4.151259254209313e-05,2.3012773005898826e-05,12.0
526,4.653176564952782,-0.08924353655019933,7.190421576909967e-07,3.989104321213525e-05,3.84074403714314e-05,12.0
527,4.647843489319631,-0.10289547274226159,1.626484262943207e-05,3.8189403629876446e-05,1.1389665282818751e-05,12.0
528,4.6474867341770905,-0.09344257025517046,1.738202625576504e-05,7.035219113821856e-06,4.5875037968111027e-05,12.0
529,4.650940127691069,-0.09735859139692186,4.490392455838596e-05,3.872108248634218e-05,3.17386186800052e-05,12.0
530,4.653534529211122,-0.10290232833154815,1.0563845099662495e-05,3.347426146271084e-05,2.362230556474454e-06,12.0
531,4.655111674889468,-0.10094241011981375,2.7614838196882332e-05,3.1151493631491545e-05,2.969089422117205e-06,12.0
532,4.653854020208652,-0.09124360779402965,4.80150900294638e-05,8.357248887147535e-06,4.0606773868960453e-05,12.0
533,4.645215994100029,-0.09199955221580876,3.0523788761774766e-05,4.477362730959606e-05,4.031755270486653e-05,12.0
534,4.659951132124287,-0.08935775157348531,3.599696690226321e-05,1.5749230112309132e-05,3.534304460728265e-05,12.0
535,4.65599795936945,-0.09157438109294748,3.82634556576871e-05,1.909258928961413e-05,4.312656720857214e-05,12.0
536,4.6569275572625894,-0.09055931891376445,3.607030047096268e-05,3.197832052500616e-05,1.6869796762897498e-05,12.0
537,4.648001664161659,-0.09195204026294872,4.887527134145781e-05,2.7151352341567728e-05,2.2645934564748446e-05,12.0
538,4.650314546200155,-0.10251610332121149,1.5376733875162357e-05,4.1199976596924826e-05,3.407275777460095e-05,12.0
539,4.650318091928978,-0.09470355435151992,2.1388695483634492e-05,4.6426821405815584e-05,2.437124866881495e-05,12.0
540,4.656473767295105,-0.09119158525872915,3.4670988960102516e-05,4.7788759774640104e-05,4.7262314175692825e-07,12.0
541,4.647540785633157,-0.08815676589600044,1.6452407437062717e-05,7.705572490535057e-06,3.941957230981305e-05,12.0
542,4.652923597776143,-0.09889475446929841,9.222634368549404e-06,6.25930096910991e-06,9.326371757935625e-06,12.0
543,4.646112837785443,-0.09731038692877364,4.475365762262938e-05,2.157306059608204e-05,3.902047343349568e-05,12.0
544,4.65625793468942,-0.0983306318177733,1.9406672063967178e-06,3.396702830443613e-05,1.4027921049079361e-05,12.0
545,4.65098482755199,-0.100137057301086,3.955082615832584e-06,3.2651971903465934e-05,3.260810430432513e-05,12.0
546,4.654071558187116,-0.09310948311465378,4.164029787812792e-05,2.9776220991701853e-06,1.2884660550095211e-05,12.0
547,4.649823145784906,-0.09280504459697902,2.0333659873936634e-05,3.293016234057406e-05,4.9638696550858016e-05,12.0
548,4.657808949982939,-0.10022942656464705,3.094957269467315e-05,4.515584152895238e-05,2.957633208044125e-05,12.0
549,4.651171797579025,-0.09333673863736036,4.07873553573268e-05,1.7588423073337517e-05,4.2771905022731454e-05,12.0
550,4.647801143767258,-0.09221224576006062,6.099674293815044e-06,6.556090429778372e-06,2.2527497908028616e-05,12.0
551,4.652105867754713,-0.10213432275249053,2.530192282717616e-05,1.5339279596908095e-05,1.705998283174262e-05,12.0
552,4.651461718308244,-0.09251833602685891,4.183671175579397e-05,1.0213126315340382e-06,5.32432077292222e-06,12.0
553,4.656385096595838,-0.10151234885469279,2.7022980498235063e-05,1.414581322933557e-05,1.4484186438564396e-05,12.0
554,4.644314410935745,-0.08759962162413062,2.1496736503964426e-05,1.8077161550209577e-05,3.893825287944692e-05,12.0
555,4.6432326894474985,-0.10369716359532048,4.3528320109655804e-05,4.6857900776306615e-05,1.9504334613942943e-05,12.0
556,4.64385044781391,-0.10313433033667779,3.5467256157034655e-05,3.014992430472133e-05,4.195183745033277e-05,12.0
557,4.6477720169181,-0.10399291682019743,2.154691726707936e-05,2.8619504329977287e-05,3.921323087333623e-05,12.0
558,4.642914769722641,-0.09206707236700931,4.502070422609063e-05,4.4352637399132544e-05,2.1959611052350887e-05,12.0
559,4.644359780373842,-0.08976055981912881,4.9388702967914946e-05,4.181653860722532e-05,4.455500870730349e-05,12.0
560,4.652740697926559,-0.09747562128063131,2.1679235382907047e-05,2.87084751170108e-06,2.637900937065196e-05,12.0
561,4.653836276337039,-0.10059387793243453,2.020372934554803e-05,4.804410036911752e-05,9.72117325398526e-06,12.0
562,4.656155014677152,-0.08909938542826346,2.5618264891386357e-05,1.5300889608065028e-06,3.4130940441118765e-05,12.0
563,4.65614164202523,-0.09902251859908788,1.059231030686988e-05,4.806112048278651e-05,4.57950481157977e-05,12.0
564,4.652798433984102,-0.09819726630974543,4.18157238117742e-05,1.2258432344889021e-05,4.872198919572124e-06,12.0
565,4.658884294662606,-0.10416660103232381,4.8318917098159174e-05,3.9500748498827065e-05,4.319367861353181e-05,12.0
566,4.657437538088196,-0.10143310487785046,3.1258557427671143e-06,2.2023121265743228e-05,2.555352622342559e-05,12.0
567,4.650527755956148,-0.10014611004597677,5.195775282463017e-06,3.304531834362629e-05,1.937872479982279e-05,12.0
568,4.651070625498733,-0.09833550468108523,1.4553795616775468e-05,2.4042035339790852e-05,1.416806962097078e-06,12.0
569,4.658444505064265,-0.1032904078575424,3.4128997239192e-05,4.543709245842945e-05,3.704094762839305e-06,12.0
570,4.647709162753585,-0.08778961062014945,2.0833823471450058e-05,2.113148447235978e-05,3.141168324780229e-05,12.0
571,4.643738267842465,-0.08820648853838008,2.4019235660482474e-06,4.434063846539119e-05,4.549012051979349e-05,12.0
572,4.646643626385197,-0.08903696363294711,4.839310976401984e-06,4.7019254288327494e-05,1.8642542022688246e-05,12.0
573,4.653704997036502,-0.1036495230209018,7.662183800646366e-06,1.58300136505219e-05,1.8766574807378452e-05,12.0
574,4.647086094502911,-0.10126250266770918,3.3667552318821424e-05,1.9946869066238487e-05,2.646071000634337e-05,12.0
575,4.653764873305055,-0.09353111258651757,2.3817452774393823e-05,2.2318131936507335e-05,3.117607233724173e-05,12.0
576,4.644053515326374,-0.08952077600435353,3.985908005396871e-06,4.677052364322951e-05,9.79657994852164e-06,12.0
577,4.659293285491113,-0.10143215456192267,3.329988694222817e-05,2.74765940244199e-05,2.1640520151960152e-05,12.0
578,4.644810428812668,-0.09382668520566782,4.922111207156072e-05,4.214734474618047e-05,9.946532136029484e-06,12.0
579,4.654306541453948,-0.09526016357716485,1.3236691133140317e-05,3.0357380119946483e-05,4.3953127789470247e-05,12.0
580,4.644671157562875,-0.09345480230899798,4.903361154192459e-05,4.564034150805026e-05,3.654477527337277e-05,12.0
581,4.64591483007486,-0.10016348638781385,2.3922508084400276e-05,2.2982509725847283e-05,2.7122561556239062e-05,12.0
582,4.642786709125067,-0.09192702843853762,1.5014846240297748e-05,9.691003004000815e-06,4.353546315310097e-05,12.0
583,4.643679177860603,-0.09883403431079173,1.9625506552934824e-06,7.768055698584326e-06,4.391759510349442e-06,12.0
584,4.649144430985714,-0.1043145387212344,2.1949587424906826e-06,1.5572197206411587e-05,2.743061642684504e-05,12.0
585,4.658374102714776,-0.10322678472479671,2.9651753209273036e-05,2.7040723387111526e-05,1.7890363870714582e-05,12.0
586,4.652511751139176,-0.09614852116967641,1.7093281193160953e-05,2.7302693107738908e-05,2.4943231381478083e-05,12.0
587,4.654037038324147,-0.09442048826205462,1.359991859153722e-05,4.595152782306511e-05,3.067482549801746e-05,12.0
588,4.657438604279197,-0.09200534039641789,3.707965757380981e-05,1.744059071043998e-05,3.287110048411822e-05,12.0
589,4.644463539845002,-0.08935211433145002,5.129729461048615e-07,1.770202175305246e-05,2.3040287896814122e-05,12.0
590,4.659604833038173,-0.1001714119275795,1.7762480387745435e-05,2.4644307570612503e-05,4.600353957901887e-06,12.0
591,4.6491598866834645,-0.09910762795515032,2.808210635888443e-05,1.8847180462275343e-05,4.7447923325159726e-05,12.0
592,4.644344383889904,-0.08732034361099941,5.281109576076493e-06,7.521565096110289e-06,4.2508020898869515e-05,12.0
593,4.646456022648589,-0.09178142022385471,3.507201846118454e-05,4.8244511627319315e-05,1.7550905485700813e-05,12.0
594,4.646586760382772,-0.09078779008409214,4.054865507171603e-05,3.261674274869203e-06,6.950612496755599e-06,12.0
595,4.646818173045141,-0.08970179624728568,7.814462554159373e-06,4.6272031643286034e-05,3.506656646725925e-05,12.0
596,4.654360702113783,-0.09298409383905971,9.366734915664226e-06,8.96828690591851e-06,4.505147286162311e-05,12.0
597,4.658106986718267,-0.09530974848165244,4.547851029607201e-05,2.1019190712720277e-05,1.6188215671405588e-05,12.0
598,4.647066064526559,-0.09428768462988861,1.8283079464086066e-05,4.133039450278412e-05,3.8091102104109157e-06,12.0
599,4.648597895879494,-0.10301309191325043,4.385209388026721e-05,6.388028786536576e-06,9.813441445016569e-06,12.0
600,4.651388561098896,-0.08891651090647155,4.314348856333216e-05,3.4591894700117864e-06,2.9019605761451506e-05,12.0
601,4.651255120074155,-0.09317944077851878,4.9284719518449146e-05,3.2388111098145325e-06,3.4199105056624494e-05,12.0
602,4.646389481727771,-0.08958320314704366,8.58874204876985e-06,3.1826106346461425e-05,1.6983056843299039e-06,12.0
603,4.657231015258348,-0.09794376921668622,1.4447565389075417e-05,1.4004899519358117e-05,3.838714446578508e-05,12.0
604,4.659079939267548,-0.10073878196065306,4.595513008926825e-05,2.0283628131612366e-05,3.4175352192809954e-05,12.0
605,4.656077900434684,-0.09791680138023734,3.057300005008198e-05,2.017185485923058e-05,4.386398039191697e-05,12.0
606,4.659744539666449,-0.08878999984701925,1.604058336229116e-05,1.0024985966614442e-05,7.844137483077607e-07,12.0
607,4.646893035957685,-0.09586164084951143,4.6544928628403686e-05,4.759348252691814e-05,9.828147373516895e-07,12.0
608,4.658068581719762,-0.09741429450921565,1.0037393801697076e-05,4.206987270852023e-05,3.122536517965025e-05,12.0
609,4.6458985314986645,-0.09195982816817529,6.427280427449406e-06,3.250073619566711e-05,3.2326271341820705e-05,12.0
610,4.652227131496578,-0.09674908855703651,3.627958878221538e-05,3.3166199607176374e-07,1.0360845818062808e-05,12.0
611,4.6519457750478805,-0.09152154917697454,1.1424582594419524e-05,2.648512586685786e-06,3.3813836772873834e-05,12.0
612,4.648850588431258,-0.09540781735116337,4.137231991269258e-06,3.8593504037298696e-05,3.297920234415952e-05,12.0
613,4.650583249938439,-0.09637114944421375,4.3792115976339335e-05,2.0355014707422125e-06,2.6613472223129544e-05,12.0
614,4.646058026080481,-0.10149546772284616,6.52919753624095e-06,2.683455361529074e-05,4.473263106617141e-05,12.0
615,4.647385160484299,-0.09833323568863674,1.745583728369124e-05,1.798183647902757e-06,3.621825010441767e-05,12.0
616,4.655876705703788,-0.10178444248731047,2.408932145430562e-05,4.04040472383162e-05,3.7580753219169375e-06,12.0
617,4.648828415507472,-0.09073519689300437,2.7377770901071364e-05,1.5919310431571533e-05,1.4974951939230458e-05,12.0
618,4.65451441541115,-0.0966927601083347,3.62387187857184e-05,4.034162309666174e-05,2.0732020651079494e-05,12.0
619,4.653055699453065,-0.08865302593375059,1.8965361902859862e-05,1.5548861218973699e-06,2.0966071699253037e-05,12.0
620,4.6524717612457,-0.08875358797611971,2.7175534582765878e-05,1.969135766555739e-05,4.4147232760728934e-05,12.0
621,4.651049026740432,-0.10396313447355861,2.3230332505969372e-05,1.338737360714326e-07,1.0243576716386322e-05,12.0
622,4.651526283746833,-0.08791457306101551,1.63634794707853e-05,3.5540988958308226e-05,2.3051523349697085e-05,12.0
623,4.643954985659344,-0.09979264983781566,8.540434022305832e-06,4.4401916180200354e-05,8.794073912804834e-06,12.0
624,4.6436551453371155,-0.1014524353845141,2.3443805649853707e-05,4.289130098641305e-05,2.5677002178774717e-05,12.0
625,4.650021121195151,-0.09955775320297806,3.1105599712949515e-05,1.6344045731815166e-05,4.4035433669366505e-05,12.0
626,4.652412377399733,-0.0915902332279529,1.8063803282839314e-05,3.610688867111398e-05,1.325865387704559e-05,12.0
627,4.659225569423425,-0.08875273723858662,2.7434977540725472e-05,4.671012727060642e-05,1.8081467411418267e-05,12.0
628,4.657484609145783,-0.10108666939883712,1.915731197746864e-05,1.21822982390061e-05,3.958947168064599e-05,12.0
629,4.653786729940468,-0.08860829315371888,4.844135410417144e-05,3.999696719847063e-05,4.825040548377866e-05,12.0
630,4.643716700283779,-0.10265646919117481,9.107532573891769e-06,3.474737005146006e-06,1.3239574163419477e-07,12.0
631,4.646064990443427,-0.10279035373177874,7.527934007741938e-06,3.3597438596107414e-05,9.728461001181733e-06,12.0
632,4.651387344978416,-0.09264979121647206,2.230218664361703e-05,8.297713620189163e-06,1.5419127526621586e-05,12.0
633,4.647377981869162,-0.09105254568000307,5.717763244267588e-06,1.5344240912008185e-05,3.350451308401339e-05,12.0
634,4.651444056825507,-0.099624013897849,6.711626558905054e-06,4.856681906357578e-05,2.0696153979012463e-05,12.0
635,4.64949511682576,-0.09823608538267971,1.3119263850856017e-05,3.572899725895082e-05,1.8485792898559977e-05,12.0
636,4.65323761159446,-0.10165735227909872,1.4761841295052276e-05,3.191299137952995e-05,4.284084222648888e-05,12.0
637,4.645508178322912,-0.09867490407028573,1.7666324127896306e-05,3.6958433721752008e-06,2.012815895044779e-05,12.0
638,4.652355964380866,-0.10033464108381918,2.7672300679573388e-05,3.721337550698445e-05,1.8753959913413007e-05,12.0
639,4.654990014644486,-0.09791160440646297,2.0736973075929684e-05,2.7453880782839864e-05,1.8653664267107722e-05,12.0
640,4.648104973870072,-0.10134490605021086,1.3822537551151243e-05,4.436873911696734e-05,2.103796815338882e-06,12.0
641,4.649811565710016,-0.09514694445060073,4.751293171222331e-05,1.058895592612183e-05,4.170173130058986e-05,12.0
642,4.643486240540656,-0.09427623827055931,2.7840863603856875e-05,4.25118574542642e-05,1.3255373201091493e-05,12.0
643,4.657626358222823,-0.09580651520438946,5.830532292889818e-06,5.257280073401416e-06,4.508606912432927e-05,12.0
644,4.656338166634827,-0.09651540906772482,6.121129529519143e-06,2.7631382571892684e-05,2.2865222973133997e-05,12.0
645,4.649423503545068,-0.09508233552574948,3.044799593682424e-07,2.403857894572717e-05,8.091793898178952e-06,12.0
646,4.649221347577577,-0.0876735926405194,2.5112092972643503e-05,1.1134783995094233e-05,3.2984334382608037e-05,12.0
647,4.654313792479964,-0.09607927960659911,1.5473862829383878e-05,3.387220142629724e-05,4.866715662147509e-05,12.0
648,4.650530968820287,-0.08755031531169596,1.323001069978183e-05,2.8086803077525577e-05,4.359296523764736e-05,12.0
649,4.658344221016097,-0.10092195379963236,1.7331036267513106e-05,3.692288943289668e-05,1.0013242676396028e-05,12.0
650,4.653894900689559,-0.09946675107186707,1.2737564825815856e-05,3.981835590077665e-05,2.6394488045343747e-05,12.0
651,4.651858124578584,-0.08962644270776825,3.3708112655480386e-05,4.443909079351801e-05,4.839322899142469e-05,12.0
652,4.654149369133775,-0.09222762073303598,1.6295187753158597e-05,3.264201529509698e-05,1.056205692031781e-06,12.0
653,4.645950997056106,-0.09591607165068418,1.6172324172356934e-05,1.3562159273342651e-05,2.7986087719865317e-05,12.0
654,4.650550678386545,-0.0924047250499771,3.2357453501068004e-06,5.867004626381473e-06,2.5229535129651995e-05,12.0
655,4.65278425384243,-0.09669972892211733,9.887754224669472e-06,3.1911818068712076e-05,4.190026037185153e-05,12.0
656,4.659860180192604,-0.09800215348200514,2.8230309097388448e-05,2.1540588582292155e-05,4.5242053448919625e-05,12.0
657,4.645708514903638,-0.0955151407304772,3.434403694418505e-05,1.679552741929962e-05,2.3590116685334707e-05,12.0
658,4.650784942668643,-0.10314679135977844,2.7306162081540913e-05,1.770504569445386e-06,3.792079196498717e-05,12.0
659,4.65382707729615,-0.10173180911324983,3.051420540380712e-05,1.8581187637786257e-05,6.716948600677298e-06,12.0
660,4.643435446004391,-0.10447299068481572,4.92086084674307e-05,3.394072828313156e-05,3.3935073340756814e-05,12.0
661,4.651844976621115,-0.09577690336854669,4.718798968999977e-05,4.3243606948132676e-05,2.338475796957084e-05,12.0
662,4.6527937573687,-0.09877273697252223,2.5537094690709002e-05,8.065791825379438e-06,2.210526973656112e-05,12.0
663,4.64511751597871,-0.09373216387687767,3.881888610872982e-05,7.4894899420956565e-06,4.19420227051127e-05,12.0
664,4.657064145760771,-0.10086043773444808,2.538819416254626e-05,4.533684951830008e-05,1.1437326073915467e-05,12.0
665,4.6487318520901395,-0.09938096196872587,2.727223850855897e-05,8.174817831632953e-06,4.6880990011087126e-05,12.0
666,4.657453704908067,-0.10081531587059775,4.5348399834861163e-05,4.8180236968354915e-05,3.348377073779652e-05,12.0
667,4.644310306786528,-0.09085207714700148,1.1965211093198053e-05,4.657714837626514e-05,1.6811438259745655e-05,12.0
668,4.645749031492938,-0.10235645348185049,9.269594368702883e-06,4.106696191079858e-05,3.8770735882602944e-05,12.0
669,4.643570365616698,-0.10218253463462969,1.8244119523653104e-05,2.5321494632515065e-05,1.0418928309698238e-05,12.0
670,4.655608136868653,-0.09177103197808414,4.522644965260572e-05,2.8989531712949396e-05,3.533231495533394e-05,12.0
671,4.646222892791083,-0.1016654998484259,3.382001289783808e-05,4.676063260819341e-05,2.0337963217103024e-05,12.0
672,4.648154953843493,-0.09508936409826291,4.36455370489151e-05,1.311028271460099e-05,1.3699508609372973e-05,12.0
673,4.659268538316238,-0.09286244425312397,1.0425129520686894e-05,1.3346327336403784e-06,4.519726437736596e-05,12.0
674,4.647967927099975,-0.0894781879021648,2.4179662532069046e-06,2.9384709816147976e-05,6.2165562170598876e-06,12.0
675,4.652374830550416,-0.09814109254692518,1.7081370227161087e-05,4.0571622648069946e-05,3.742447831572727e-05,12.0
676,4.654152309778583,-0.10133489403796812,3.146885113762351e-05,4.560135797702934e-05,3.905306845574177e-05,12.0
677,4.652339362310303,-0.10367504565462927,1.4833166261967852e-05,7.5961963457847785e-06,1.1206414115116875e-05,12.0
678,4.648666634293355,-0.09805308354805184,3.83875594421706e-06,1.4893170253531164e-05,3.8969087657718065e-05,12.0
679,4.654040473009716,-0.08808256383494058,1.9179116283691583e-05,4.3175053914071005e-06,3.6764766887689873e-06,12.0
680,4.653425909307372,-0.0874698493266978,1.56769100442265e-06,1.800694780291573e-06,7.765804779932529e-06,12.0
681,4.649976548499509,-0.09148080473800373,1.2121685697949448e-05,4.1589921756173794e-05,4.5243117813347654e-05,12.0
682,4.651546563272575,-0.10272408634512226,2.3717585149024246e-05,2.9587177249325602e-05,3.917171711125244e-05,12.0
683,4.6498587452528986,-0.10051766385034536,5.662777625486948e-07,4.2321083583589143e-05,5.60626777189327e-07,12.0
684,4.6561938101872835,-0.09154381506182374,4.8519869393377596e-05,4.138914168778559e-05,2.1497810340417134e-05,12.0
685,4.649824732291854,-0.09720450416818548,1.2693608010004859e-05,1.0597899116069243e-05,4.3052180975016555e-05,12.0
686,4.649420795031982,-0.09043968449851443,3.4142752642618706e-05,4.811579640705452e-05,2.7663110687162912e-05,12.0
687,4.65662058506905,-0.09060068382128504,2.241473288767208e-05,2.1210145796712833e-05,4.718527825213848e-05,12.0
688,4.657372483948588,-0.10191661385812749,6.028226855211261e-06,3.5323473007583114e-05,3.938064845779105e-06,12.0
689,4.659108336595432,-0.10019392040028233,4.466426382390096e-05,2.910883445929422e-05,8.92582505005451e-06,12.0
690,4.659208602948378,-0.10106463345931065,3.960685163459468e-05,1.3842495355750202e-05,1.1846875400734032e-05,12.0
691,4.64592420980436,-0.09832365594207153,4.151009829924238e-05,2.4238983216755084e-05,4.1151882263197246e-05,12.0
692,4.652810264502475,-0.08861120042391293,4.067267586289477e-05,7.0465729050751054e-06,2.9954942137566582e-05,12.0
693,4.6443182577695445,-0.1030749357408795,1.1272793321345277e-05,1.218653181546548e-05,2.5653558331276723e-05,12.0
694,4.648387627131456,-0.09710095110563784,1.6884170143817895e-05,3.6328641828476e-05,3.9941902117727534e-05,12.0
695,4.647983990081074,-0.1029560347924837,2.5605025209036044e-05,7.628881375603175e-06,3.6756241285412316e-05,12.0
696,4.65189233445732,-0.09797190853225062,2.4417000880655155e-05,1.265433136484378e-05,2.0583064985270294e-05,12.0
697,4.65757034507616,-0.09369227395990383,3.780820427811367e-05,1.4951895470493881e-05,4.123932192712584e-05,12.0
698,4.6472795344619895,-0.09089386754186014,3.679304227900744e-05,2.6784227837518684e-05,3.7047288146095356e-05,12.0
699,4.653415317495748,-0.10196700540595013,1.984807086707756e-05,4.9734492526422684e-05,5.288737219034384e-06,12.0
700,4.643515555670497,-0.1031322033981205,1.9507228586779226e-07,1.5387356133091042e-05,3.0584236125325216e-05,12.0
701,4.652603806621252,-0.10299157909476947,1.3088440810068325e-05,2.7881497825239544e-05,3.232350217053651e-05,12.0
702,4.647935437091994,-0.08849086794086702,1.915081901064153e-07,3.667441579685055e-05,3.469735307343661e-05,12.0
703,4.652643600454965,-0.09694628738044371,8.395394106868626e-07,4.7469219539085135e-05,4.194073709922801e-05,12.0
704,4.6437313341388835,-0.1024197599160732,3.895867968551095e-05,9.542041659532668e-06,2.6842009295480335e-05,12.0
705,4.643735089064503,-0.09949901267452062,3.02969401790265e-05,3.543000206008012e-05,4.8123345586969076e-05,12.0
706,4.6573641055700685,-0.08792915313626214,4.2059417185352404e-05,3.063524675353491e-05,4.7151655203069964e-05,12.0
707,4.644318606818121,-0.08993764364151031,3.151122460372827e-05,2.4585891771184582e-05,9.214778976004246e-06,12.0
708,4.646237473644259,-0.08942661012984791,2.099340724769557e-05,2.9326330849787793e-05,5.315931309573469e-06,12.0
709,4.648636805865162,-0.09636250998896723,4.369260242248057e-05,4.486882003987498e-05,2.127018816282072e-05,12.0
710,4.649129542013015,-0.09168387785803654,3.342100520779015e-05,1.0585537390328481e-05,2.4534677828759256e-05,12.0
711,4.652731660354049,-0.09418552622950888,1.7426596147591496e-05,2.580996716498863e-05,2.3042983187565197e-05,12.0
712,4.655149322878345,-0.10441677153779111,3.719449499781804e-05,1.2501655500250414e-05,4.1880826835462455e-05,12.0
713,4.65233323547335,-0.10163165640737919,1.4092984841103307e-05,3.069961169426844e-05,1.4798300024317108e-05,12.0
